route_code,cyclenumber,unlockedat,unlockedattime,lockedat,lockedattime,startstationname,endstationname,rfidnumber,length,DurationMinutes,CycleType,costs,Membership
1564002807083,2171,2019-07-25,00:13:27,2019-07-25,00:18:52,Annelinna kiir,Kivilinna,RFID Card,1.13,5.43,Pedelec,0.0,Free Membership (with bus card)
1564002827877,2448,2019-07-25,00:13:47,2019-07-25,00:33:35,Annelinn,Vahi,Mobile App,4.73,19.8,Pedelec,0.0,3 month free membership
1564002848420,2104,2019-07-25,00:14:08,2019-07-25,00:18:56,Annelinna kiir,Kivilinna,RFID Card,1.11,4.8,Pedelec,0.0,Free Membership (with bus card)
1564002879913,2378,2019-07-25,00:14:39,2019-07-25,00:30:24,Karete,Karete,Mobile App,2.39,15.74,Pedelec,0.0,3-Month Free Membership
1564002944289,2480,2019-07-25,00:15:44,2019-07-25,00:22:07,Riiamäe,Tarmeko,Mobile App,3.67,6.38,Pedelec,0.0,3-Month Free Membership
1564002954303,2235,2019-07-25,00:15:54,2019-07-25,00:21:10,Aparaaditehas,Uueturu,RFID Card,1.21,5.27,Pedelec,0.0,Free Membership (with bus card)
1564002956066,2064,2019-07-25,00:15:56,2019-07-25,00:21:13,Aparaaditehas,Uueturu,RFID Card,1.22,5.29,Pedelec,0.0,Free Membership (with bus card)
1564002966872,2181,2019-07-25,00:16:06,2019-07-25,00:18:20,Annelinna keskus,Annelinna kiir,Mobile App,0.55,2.23,Pedelec,0.0,1-month Free Membership
1564002972766,2489,2019-07-25,00:16:12,2019-07-25,00:39:07,Uueturu,Kannikese,Mobile App,3.58,22.92,Pedelec,0.0,1 month free membership
1564003012879,2051,2019-07-25,00:16:52,2019-07-25,01:00:31,Raja,Rüütli,Mobile App,5.28,43.65,Pedelec,0.0,Free Membership (with bus card)
1564003049259,2749,2019-07-25,00:17:29,2019-07-25,00:17:59,Aleksandri,Aleksandri,RFID Card,0.0,0.5,Bike,0.0,Free Membership (with bus card)
1564003062941,2333,2019-07-25,00:17:42,2019-07-25,00:50:19,Kopli,Postimaja,Mobile App,1.44,32.61,Pedelec,0.0,1 DAY MEMBERSHIP
1564003095608,2303,2019-07-25,00:18:15,2019-07-25,00:34:49+00,Ränilinn,Uueturu,Mobile App,5.06,16.56,Pedelec,0.0,1 month free membership
1564003104614,2216,2019-07-25,00:18:24,2019-07-25,00:34:53,Ränilinn,Uueturu,Mobile App,4.9,16.47,Pedelec,0.0,1 YEAR MEMBERSHIP
1564003120889,2431,2019-07-25,00:18:40,2019-07-25,00:46:37,Annelinna kiir,Annelinna gümnaasium,Mobile App,5.6,27.95,Pedelec,0.0,1 WEEK MEMBERSHIP
1564003187015,2198,2019-07-25,00:19:47,2019-07-25,01:04:23,Annelinna keskus,Anne saun,RFID Card,4.58,44.61,Pedelec,0.0,Free Membership (with bus card)
1564003188611,2513,2019-07-25,00:19:48,2019-07-25,00:25:36,Annelinna keskus,Annelinna kiir,RFID Card,0.58,5.79,Bike,0.0,Free Membership (with bus card)
1564003237816,2438,2019-07-25,00:20:37,2019-07-25,00:21:15,Eeden,Eeden,RFID Card,0.04,0.63,Pedelec,0.0,Free Membership (with bus card)
1564003243715,2451,2019-07-25,00:20:43,2019-07-25,00:34:35,Kalda tee,Kalda tee,Mobile App,2.68,13.86,Pedelec,0.0,Free Membership (with bus card)
1564003261239,2445,2019-07-25,00:21:01,2019-07-25,00:38:51,Veeriku,Papli,RFID Card,4.07,17.84,Pedelec,0.0,3-Month Free Membership
1564003278792,2169,2019-07-25,00:21:18,2019-07-25,01:02:41,Tamme kool,Tamme puiestee,RFID Card,2.12,41.38,Pedelec,0.0,1 Year Membership
1564003319940,2417,2019-07-25,00:21:59,2019-07-25,00:31:43,Pirogovi plats,Torni,Mobile App,1.97,9.72,Pedelec,0.0,3 month free membership
1564003349879,2150,2019-07-25,00:22:29,2019-07-25,00:39:00,Uueturu,Kannikese,Mobile App,3.6,16.51,Pedelec,0.0,3 month free membership
1564003357837,2542,2019-07-25,00:22:37,2019-07-25,01:21:35,Raudteejaam,Rahu,Mobile App,13.88,58.96,Pedelec,0.0,1 Year Membership
1564003361579,2252,2019-07-25,00:22:41,2019-07-25,00:43:32,Uueturu,Torni,Mobile App,3.68,20.84,Pedelec,0.0,3-Month Free Membership
1564003373306,2320,2019-07-25,00:22:53,2019-07-25,00:31:36,Pirogovi plats,Torni,Mobile App,2.02,8.72,Pedelec,0.0,3-Month Free Membership
1564003406802,2715,2019-07-25,00:23:26,2019-07-25,00:24:34,Turusild,Turusild,Mobile App,0.12,1.12,Bike,0.0,1 DAY MEMBERSHIP
1564003420302,2348,2019-07-25,00:23:40,2019-07-25,00:28:16,Magistri,Uueturu,Mobile App,0.81,4.6,Pedelec,0.0,3 month free membership
1564003433029,2235,2019-07-25,00:23:53,2019-07-25,00:30:49,Uueturu,Papli,Mobile App,1.38,6.94,Pedelec,0.0,Free Membership (with bus card)
1564003451372,2483,2019-07-25,00:24:11,2019-07-25,00:29:33,Eeden,Turusild,Mobile App,0.88,5.37,Pedelec,0.0,3 month free membership
1564003471038,2133,2019-07-25,00:24:31,2019-07-25,00:28:11,Aparaaditehas,Sõbra,RFID Card,0.74,3.67,Pedelec,0.0,3-Month Free Membership
1564003472448,2176,2019-07-25,00:24:32,2019-07-25,00:33:05,Aleksandri,Riiamäe,RFID Card,2.78,8.55,Pedelec,0.0,1-month Free Membership
1564003603663,2512,2019-07-25,00:26:43,2019-07-25,00:29:18,Raatuse kool,Papli,Mobile App,0.81,2.58,Pedelec,0.0,3 month free membership
1564003608807,2064,2019-07-25,00:26:48,2019-07-25,00:33:18,Uueturu,Tamme staadion,Mobile App,1.64,6.5,Pedelec,0.0,3-Month Free Membership
1564003611482,2384,2019-07-25,00:26:51,2019-07-25,01:05:55,AHHAA,Uueturu,RFID Card,7.03,39.07,Pedelec,0.0,Free Membership (with bus card)
1564003619742,2446,2019-07-25,00:26:59,2019-07-25,00:37:43,TÜ raamatukogu,Rahu,Mobile App,2.86,10.73,Pedelec,0.0,3-Month Free Membership
1564003622513,2513,2019-07-25,00:27:02,2019-07-25,00:51:06,Annelinna kiir,Aleksandri,RFID Card,3.45,24.07,Bike,0.0,Free Membership (with bus card)
1564003625417,2329,2019-07-25,00:27:05,2019-07-25,01:05:55,AHHAA,Uueturu,Mobile App,7.12,38.83,Pedelec,0.0,3-Month Free Membership
1564003627971,2367,2019-07-25,00:27:07,2019-07-25,01:00:00+00,AHHAA,Uueturu,Mobile App,7.05,32.87,Pedelec,0.0,Free Membership (with bus card)
1564003726238,2690,2019-07-25,00:28:46,2019-07-25,01:13:23,Uueturu,Pargi,Mobile App,9.16,44.61,Bike,0.0,3 month free membership
1564003748305,2209,2019-07-25,00:29:08,2019-07-25,00:48:59,Turusild,Ihaste,Mobile App,5.13,19.86,Pedelec,0.0,1 DAY MEMBERSHIP
1564003774553,2057,2019-07-25,00:29:34,2019-07-25,01:55:46,Annelinna kiir,Tarmeko,Mobile App,4.39,86.2,Pedelec,1.0,3 month free membership
1564003793992,2134,2019-07-25,00:29:53,2019-07-25,00:33:31,Uueturu,Vabadussild,Mobile App,1.03,3.62,Pedelec,0.0,3 month free membership
1564003796344,2522,2019-07-25,00:29:56,2019-07-26,09:02:01,Magistri,Undetermined,Mobile App,1.85,1952.08,Pedelec,4.0,3-Month Free Membership
1564003800034,2167,2019-07-25,00:30:00,2019-07-25,00:51:30,Ränilinn,TÜ raamatukogu,Mobile App,0.0,21.51,Pedelec,0.0,3-Month Free Membership
1564003835374,2374,2019-07-25,00:30:35,2019-07-25,00:51:24,Ränilinn,TÜ raamatukogu,Mobile App,4.13,20.82,Pedelec,0.0,3 month free membership
1564003861570,2352,2019-07-25,00:31:01,2019-07-25,00:44:35,Orava,Näituse,Mobile App,2.31,13.56,Pedelec,0.0,Free Membership (with bus card)
1564003898534,2629,2019-07-25,00:31:38,2019-07-25,00:43:28,Soola,Uueturu,Mobile App,0.6,11.82,Bike,0.0,1-month Free Membership
1564003907413,2105,2019-07-25,00:31:47,2019-07-25,00:50:06,Soola,Turusild,Mobile App,1.88,18.32,Pedelec,0.0,3-Month Free Membership
1564003919004,2497,2019-07-25,00:31:59,2019-07-25,01:36:31,Mõisavahe,Veeriku,Mobile App,7.59,64.55,Pedelec,1.0,Free Membership (with bus card)
1564003945767,2178,2019-07-25,00:32:25,2019-07-25,00:33:19,Mõisavahe,Mõisavahe,Mobile App,0.03,0.89,Pedelec,0.0,3 month free membership
1564003971168,2117,2019-07-25,00:32:51,2019-07-25,00:33:56,Vahi,Vahi,RFID Card,0.01,1.08,Pedelec,0.0,Free Membership (with bus card)
1564003977585,2148,2019-07-25,00:32:57,2019-07-25,01:10:38,Rahu,Rahu,Mobile App,4.99,37.68,Pedelec,0.0,3-Month Free Membership
1564004025156,2276,2019-07-25,00:33:45,2019-07-25,00:41:44,Mõisavahe,Kaunase puiestee,Mobile App,1.65,7.99,Pedelec,0.0,3 month free membership
1564004033115,2426,2019-07-25,00:33:53,2019-07-25,00:37:57,Pirogovi plats,Riiamäe,Mobile App,0.9,4.07,Pedelec,0.0,3 month free membership
1564004041540,2117,2019-07-25,00:34:01,2019-07-25,00:36:03,Vahi,Vahi,RFID Card,0.01,2.03,Pedelec,0.0,Free Membership (with bus card)
1564004059893,2496,2019-07-25,00:34:19,2019-07-25,00:53:44,Aparaaditehas,Orava,Mobile App,4.38,19.41,Pedelec,0.0,3 month free membership
1564004106109,2506,2019-07-25,00:35:06,2019-07-25,00:58:15,Aleksandri,Viie tee rist,Mobile App,3.58,23.15,Pedelec,0.0,1 Day Membership
1564004236418,2117,2019-07-25,00:37:16,2019-07-25,01:09:42,Vahi,Raatuse,RFID Card,5.81,32.43,Pedelec,0.0,Free Membership (with bus card)
1564004244000,2483,2019-07-25,00:37:24+00,2019-07-25,01:10:29,Turusild,Põhja puiestee,Mobile App,2.54,33.09,Pedelec,0.0,1-month Free Membership
1564004274718,2285,2019-07-25,00:37:54,2019-07-25,00:55:14,Postimaja,Viie tee rist,Mobile App,5.34,17.33,Pedelec,0.0,3 month free membership
1564004283500,2183,2019-07-25,00:38:03,2019-07-25,00:54:46,Uueturu,Annelinna gümnaasium,RFID Card,3.29,16.72,Pedelec,0.0,Free Membership (with bus card)
1564004307648,2514,2019-07-25,00:38:27,2019-07-25,00:56:08,Kaunase puiestee,Mõisavahe,Mobile App,1.57,17.69,Pedelec,0.0,3 month free membership
1564004327643,2073,2019-07-25,00:38:47,2019-07-25,00:45:46,Orava,Pirogovi plats,Mobile App,1.58,6.98,Pedelec,0.0,Free Membership (with bus card)
1564004328917,2303,2019-07-25,00:38:48,2019-07-25,01:04:59,Uueturu,Kaunase puiestee,RFID Card,2.76,26.18,Pedelec,0.0,3-Month Free Membership
1564004341262,2216,2019-07-25,00:39:01,2019-07-25,01:05:01,Uueturu,Kaunase puiestee,Mobile App,3.08,26.0,Pedelec,0.0,3 month free membership
1564004363042,2215,2019-07-25,00:39:23,2019-07-25,00:54:35,Kuu,Mõisavahe,Mobile App,4.02,15.21,Pedelec,0.0,3 month free membership
1564004380958,2165,2019-07-25,00:39:40,2019-07-25,00:45:39,Orava,Pirogovi plats,Mobile App,1.59,5.98,Pedelec,0.0,3 month free membership
1564004388740,2131,2019-07-25,00:39:48,2019-07-25,01:09:37,Vahi,Raatuse,Mobile App,5.71,29.81,Pedelec,0.0,Free Membership (with bus card)
1564004478499,2543,2019-07-25,00:41:18,2019-07-25,00:53:18,Tamme puiestee,Postimaja,Mobile App,1.99,12.0,Pedelec,0.0,1 Year Membership
1564004532215,2159,2019-07-25,00:42:12,2019-07-25,00:42:45,Kaunase puiestee,Kaunase puiestee,Mobile App,0.03,0.56,Pedelec,0.0,3 month free membership
1564004532295,2324,2019-07-25,00:42:12,2019-07-25,00:56:28,Pirogovi plats,Torni,Mobile App,2.27,14.27,Pedelec,0.0,3-Month Free Membership
1564004538098,2306,2019-07-25,00:42:18,2019-07-25,00:55:28,Pirogovi plats,Papli,Mobile App,1.85,13.18,Pedelec,0.0,3-Month Free Membership
1564004549761,2523,2019-07-25,00:42:29,2019-07-25,00:53:49,Annelinna keskus,Aparaaditehas,Mobile App,3.86,11.33,Pedelec,0.0,3-Month Free Membership
1564004578651,2079,2019-07-25,00:42:58,2019-07-25,00:48:13,Kaunase puiestee,Eeden,Mobile App,0.83,5.24,Pedelec,0.0,3 month free membership
1564004621853,2348,2019-07-25,00:43:41,2019-07-25,00:50:04,Uueturu,Turusild,Mobile App,1.17,6.38,Pedelec,0.0,1-month Free Membership
1564004668783,2531,2019-07-25,00:44:28,2019-07-25,00:50:43,Pargi,Rüütli,Mobile App,1.62,6.25,Pedelec,0.0,3-Month Free Membership
1564004751939,2423,2019-07-25,00:45:51,2019-07-25,02:13:17,Postimaja,Kopli,Mobile App,13.02,87.43,Pedelec,1.0,1 DAY MEMBERSHIP
1564004760677,2528,2019-07-25,00:46:00,2019-07-25,01:34:43,Aleksandri,TÜ raamatukogu,RFID Card,0.61,48.72,Pedelec,0.0,3-Month Free Membership
1564004805643,2629,2019-07-25,00:46:45,2019-07-25,01:05:58,Uueturu,Veeriku,Mobile App,2.5,19.22,Bike,0.0,3 month free membership
1564004814287,2478,2019-07-25,00:46:54,2019-07-25,00:52:01,J. Hurda,Rüütli,Mobile App,1.1,5.12,Pedelec,0.0,3-Month Free Membership
1564004827370,2322,2019-07-25,00:47:07,2019-07-25,01:06:02,Uueturu,Veeriku,Mobile App,2.37,18.91,Pedelec,0.0,Free Membership (with bus card)
1564004844692,2162,2019-07-25,00:47:24,2019-07-25,01:14:01,Rüütli,J. Hurda,Mobile App,4.26,26.61,Pedelec,0.0,Free Membership (with bus card)
1564004892479,2427,2019-07-25,00:48:12,2019-07-25,00:52:12,J. Hurda,Rüütli,Mobile App,0.92,4.01,Pedelec,0.0,3 month free membership
1564004910495,2795,2019-07-25,00:48:30,2019-07-25,01:36:29,Eeden,Veeriku,Mobile App,0.0,47.98,Bike,0.0,3 month free membership
1564004933551,2244,2019-07-25,00:48:53,2019-07-25,00:51:04,Rüütli,Rüütli,RFID Card,0.23,2.18,Pedelec,0.0,Free Membership (with bus card)
1564005017099,2376,2019-07-25,00:50:17,2019-07-25,01:27:48,Turusild,Eeden,Mobile App,4.04,37.53,Pedelec,0.0,1-month Free Membership
1564005026631,2418,2019-07-25,00:50:26,2019-07-25,00:55:23,Raatuse,Papli,Mobile App,1.09,4.95,Pedelec,0.0,Free Membership (with bus card)
1564005052532,2345,2019-07-25,00:50:52,2019-07-25,00:59:47,Viie tee rist,Tulbi,Mobile App,2.29,8.91,Pedelec,0.0,3-Month Free Membership
1564005060568,2519,2019-07-25,00:51:00,2019-07-25,01:13:53,Rüütli,J. Hurda,Mobile App,4.45,22.88,Pedelec,0.0,3 month free membership
1564005069056,2515,2019-07-25,00:51:09,2019-07-25,02:13:11,Postimaja,Kopli,Mobile App,13.06,82.04,Pedelec,1.0,1 DAY MEMBERSHIP
1564005071314,2213,2019-07-25,00:51:11,2019-07-25,00:55:43,Turusild,Eeden,Mobile App,0.89,4.54,Pedelec,0.0,3-Month Free Membership
1564005096551,2244,2019-07-25,00:51:36,2019-07-25,01:13:56,Rüütli,J. Hurda,RFID Card,4.25,22.32,Pedelec,0.0,Free Membership (with bus card)
1564005181465,2176,2019-07-25,00:53:01,2019-07-25,00:58:06,Riiamäe,Sõbra,Mobile App,1.08,5.08,Pedelec,0.0,1-month Free Membership
1564005213883,2167,2019-07-25,00:53:33,2019-07-25,01:43:28,TÜ raamatukogu,Riiamäe,Mobile App,0.01,49.91,Pedelec,0.0,3 month free membership
1564005310618,2348,2019-07-25,00:55:10,2019-07-25,01:17:18,Turusild,Kaunase puiestee,Mobile App,1.79,22.14,Pedelec,0.0,3 month free membership
1564005364997,2438,2019-07-25,00:56:04,2019-07-25,01:52:17,Eeden,Aura veekeskus,Mobile App,6.75,56.21,Pedelec,0.0,3-Month Free Membership
1564005408117,2513,2019-07-25,00:56:48,2019-07-25,01:09:42,Aleksandri,Viie tee rist,RFID Card,3.33,12.91,Bike,0.0,Free Membership (with bus card)
1564005431845,2426,2019-07-25,00:57:11,2019-07-25,02:00:05,Riiamäe,Riiamäe,Mobile App,3.33,62.9,Pedelec,1.0,3-Month Free Membership
1564005460200,2516,2019-07-25,00:57:40,2019-07-25,01:49:30,Tamme staadion,Annelinn,Mobile App,5.51,51.84,Pedelec,0.0,3 month free membership
1564005474363,2309,2019-07-25,00:57:54,2019-07-25,01:41:57,Tamme staadion,Sõpruse sild,Mobile App,3.13,44.06,Pedelec,0.0,3 month free membership
1564005485958,2374,2019-07-25,00:58:05,2019-07-25,01:14:39,TÜ raamatukogu,Põhja puiestee,Mobile App,2.85,16.56,Pedelec,0.0,1-month Free Membership
1564005500871,2276,2019-07-25,00:58:20,2019-07-25,01:44:35,Kaunase puiestee,Anne saun,Mobile App,7.41,46.24,Pedelec,0.0,Free Membership (with bus card)
1564020007840,2329,2019-07-25,05:00:07,2019-07-25,05:11:16,Uueturu,Sõbra,RFID Card,1.58,11.15,Pedelec,0.0,Free Membership (with bus card)
1564020030392,2049,2019-07-25,05:00:30,2019-07-25,05:13:35,Annelinn,Roosi,RFID Card,2.72,13.09,Pedelec,0.0,Free Membership (with bus card)
1564020095410,2448,2019-07-25,05:01:35,2019-07-25,05:12:28,Vahi,Aleksandri,Mobile App,3.59,10.88,Pedelec,0.0,Free Membership (with bus card)
1564020217512,2162,2019-07-25,05:03:37,2019-07-25,05:04:10,J. Hurda,J. Hurda,RFID Card,0.0,0.55,Pedelec,0.0,3-Month Free Membership
1564020364504,2519,2019-07-25,05:06:04,2019-07-25,05:06:55,J. Hurda,J. Hurda,RFID Card,0.04,0.86,Pedelec,0.0,3-Month Free Membership
1564020384269,2117,2019-07-25,05:06:24,2019-07-25,05:15:06,Raatuse,Riiamäe,Mobile App,1.52,8.71,Pedelec,0.0,3 month free membership
1564020394571,2131,2019-07-25,05:06:34,2019-07-25,05:14:54,Raatuse,Riiamäe,Mobile App,1.49,8.34,Pedelec,0.0,3 month free membership
1564020454993,2074,2019-07-25,05:07:34,2019-07-25,05:08:29,J. Hurda,J. Hurda,RFID Card,0.08,0.91,Pedelec,0.0,3-Month Free Membership
1564020494747,2489,2019-07-25,05:08:14,2019-07-25,05:15:22,Kannikese,J. Hurda,RFID Card,2.13,7.12,Pedelec,0.0,Free Membership (with bus card)
1564020537259,2102,2019-07-25,05:08:57,2019-07-25,05:50:27,J. Hurda,Lõunakeskus,RFID Card,15.41,41.5,Pedelec,0.0,3-Month Free Membership
1564020550530,2746,2019-07-25,05:09:10,2019-07-25,05:15:41,Turusild,Annelinn,Mobile App,1.75,6.51,Bike,0.0,3-Month Free Membership
1564020554324,2475,2019-07-25,05:09:14,2019-07-25,05:30:04,Põhja puiestee,Mõisavahe,RFID Card,3.88,20.83,Pedelec,0.0,1 Year Membership
1564020777907,2350,2019-07-25,05:12:57,2019-07-25,05:32:14,Kalda tee,Postimaja,RFID Card,6.6,19.27,Pedelec,0.0,Free Membership (with bus card)
1564020821864,2384,2019-07-25,05:13:41,2019-07-25,05:23:54,Uueturu,Annelinna keskus,Mobile App,2.9,10.21,Pedelec,0.0,3 month free membership
1564020887615,2043,2019-07-25,05:14:47,2019-07-25,05:20:00,Postimaja,Tamme puiestee,Mobile App,1.87,5.21,Pedelec,0.0,3 month free membership
1564021109992,2421,2019-07-25,05:18:29,2019-07-25,05:40:03,Kuu,Kuu,Mobile App,4.1,21.55,Pedelec,0.0,3 month free membership
1564021182927,2505,2019-07-25,05:19:42,2019-07-25,05:40:01,Kuu,Kuu,Mobile App,3.8,20.3,Pedelec,0.0,3 month free membership
1564021224582,2165,2019-07-25,05:20:24,2019-07-25,05:42:14,Pirogovi plats,Kuu,RFID Card,2.44,21.83,Pedelec,0.0,Free Membership (with bus card)
1564021352744,2057,2019-07-25,05:22:32,2019-07-25,05:24:30,Tarmeko,Sõpruse sild,RFID Card,0.61,1.96,Pedelec,0.0,Free Membership (with bus card)
1564021473032,2049,2019-07-25,05:24:33,2019-07-25,05:26:32,Roosi,Vabadussild,RFID Card,0.43,1.99,Pedelec,0.0,Free Membership (with bus card)
1564021598583,2276,2019-07-25,05:26:38,2019-07-25,05:59:56,Anne saun,Ihaste,Mobile App,4.83,33.3,Pedelec,0.0,3 month free membership
1564021644086,2397,2019-07-25,05:27:24,2019-07-25,05:33:55,Raatuse kool,J. Hurda,RFID Card,1.97,6.52,Pedelec,0.0,Free Membership (with bus card)
1564021740981,2629,2019-07-25,05:29:00,2019-07-25,05:33:20,Veeriku,Pirogovi plats,Mobile App,1.7,4.33,Bike,0.0,3-Month Free Membership
1564021747436,2292,2019-07-25,05:29:07,2019-07-25,05:43:09,Raatuse kool,Torni,Mobile App,3.53,14.04,Pedelec,0.0,3-Month Free Membership
1564021912755,2051,2019-07-25,05:31:52,2019-07-25,05:47:03,Rüütli,Karete,RFID Card,3.91,15.17,Pedelec,0.0,Free Membership (with bus card)
1564022126330,2178,2019-07-25,05:35:26,2019-07-25,06:11:11,Mõisavahe,Mõisavahe,RFID Card,8.87,35.76,Pedelec,0.0,Free Membership (with bus card)
1564022263444,2348,2019-07-25,05:37:43,2019-07-25,05:51:52,Kaunase puiestee,Roosi,Mobile App,2.96,14.16,Pedelec,0.0,3 month free membership
1564022290332,2322,2019-07-25,05:38:10,2019-07-25,05:41:58,Veeriku,Kannikese,RFID Card,0.96,3.81,Pedelec,0.0,Free Membership (with bus card)
1564022323818,2145,2019-07-25,05:38:43,2019-07-25,05:51:53,Ränilinn,Aparaaditehas,Mobile App,3.02,13.15,Pedelec,0.0,1 WEEK MEMBERSHIP
1564022417492,2154,2019-07-25,05:40:17,2019-07-25,05:45:07,Rahu,Karete,RFID Card,1.11,4.83,Pedelec,0.0,Free Membership (with bus card)
1564022435828,2448,2019-07-25,05:40:35,2019-07-25,05:58:09,Aleksandri,Ränilinn,Mobile App,5.34,17.57,Pedelec,0.0,3-Month Free Membership
1564022477145,2076,2019-07-25,05:41:17,2019-07-25,05:46:01,Raatuse kool,Soola,RFID Card,1.45,4.75,Pedelec,0.0,3-Month Free Membership
1564022552516,2124,2019-07-25,05:42:32,2019-07-25,05:51:20,Põhja puiestee,AHHAA,RFID Card,2.28,8.8,Pedelec,0.0,Free Membership (with bus card)
1564022750150,2424,2019-07-25,05:45:50,2019-07-25,06:09:57,Kivilinna,AHHAA,Mobile App,6.29,24.12,Pedelec,0.0,3 month free membership
1564022802102,2492,2019-07-25,05:46:42,2019-07-25,06:24:41,Kannikese,Mõisavahe,Mobile App,8.35,37.99,Bike,0.0,3 month free membership
1564023062456,2102,2019-07-25,05:51:02,2019-07-25,06:30:44,Lõunakeskus,J. Hurda,RFID Card,14.5,39.7,Pedelec,0.0,3-Month Free Membership
1564023152645,2348,2019-07-25,05:52:32,2019-07-25,05:57:10,Roosi,ERM,RFID Card,1.56,4.64,Pedelec,0.0,Free Membership (with bus card)
