route_code,cyclenumber,unlockedat,unlockedattime,lockedat,lockedattime,startstationname,endstationname,rfidnumber,length,DurationMinutes,CycleType,costs,Membership
1564089930538,2495,2019-07-26,00:25:30,2019-07-26,00:56:53,Turusild,Soola,Mobile App,3.48,31.39,Pedelec,0.0,3-Month Free Membership
1564090023207,2396,2019-07-26,00:27:03,2019-07-26,00:37:33,J. Hurda,Vabadussild,RFID Card,2.06,10.5,Pedelec,0.0,Free Membership (with bus card)
1564090094317,2480,2019-07-26,00:28:14,2019-07-26,00:31:08,Turusild,Eeden,RFID Card,1.78,2.91,Pedelec,0.0,Free Membership (with bus card)
1564090158553,2322,2019-07-26,00:29:18,2019-07-26,00:41:12,Aparaaditehas,Ränilinn,RFID Card,2.97,11.9,Pedelec,0.0,Free Membership (with bus card)
1564090435711,2535,2019-07-26,00:33:55,2019-07-26,00:44:43,Tamme kool,Uueturu,RFID Card,2.4,10.8,Pedelec,0.0,1 Week Membership
1564090494550,2531,2019-07-26,00:34:54,2019-07-26,00:39:57,Turusild,Anne saun,Mobile App,1.05,5.05,Pedelec,0.0,3-Month Free Membership
1564090533407,2068,2019-07-26,00:35:33,2019-07-26,00:40:26,Tarmeko,Aura veekeskus,Mobile App,1.43,4.88,Pedelec,0.0,3-Month Free Membership
1564090644511,2737,2019-07-26,00:37:24,2019-07-26,00:50:37,Riiamäe,Tamme gümnaasium,RFID Card,2.54,13.22,Bike,0.0,3-Month Free Membership
1564090661989,2621,2019-07-26,00:37:41,2019-07-26,00:50:40,Riiamäe,Tamme gümnaasium,RFID Card,2.48,12.97,Bike,0.0,Free Membership (with bus card)
1564090670887,2331,2019-07-26,00:37:50,2019-07-26,00:52:26,Näituse,Annelinna keskus,Mobile App,4.43,14.6,Pedelec,0.0,3-Month Free Membership
1564090708676,2238,2019-07-26,00:38:28,2019-07-26,00:45:28,Sõpruse sild,Tarmeko,Mobile App,0.65,6.99,Pedelec,0.0,3 month free membership
1564090708770,2347,2019-07-26,00:38:28,2019-07-26,01:00:19,Rüütli,Rüütli,Mobile App,1.72,21.85,Pedelec,0.0,3-Month Free Membership
1564090713527,2207,2019-07-26,00:38:33,2019-07-26,00:49:55,Sõpruse sild,Annelinn,Mobile App,2.23,11.36,Pedelec,0.0,3 month free membership
1564090733862,2107,2019-07-26,00:38:53,2019-07-26,00:45:32,Sõpruse sild,Tarmeko,Mobile App,0.63,6.65,Pedelec,0.0,Free Membership (with bus card)
1564090862304,2670,2019-07-26,00:41:02,2019-07-26,00:42:33,Raatuse,Raatuse kool,Mobile App,0.35,1.52,Bike,0.0,1 YEAR MEMBERSHIP
1564090916984,2275,2019-07-26,00:41:56,2019-07-26,00:55:50,TÜ raamatukogu,Karete,Mobile App,3.69,13.89,Pedelec,0.0,3 month free membership
1564090993967,2464,2019-07-26,00:43:13,2019-07-26,01:36:33,Karete,Karete,Mobile App,9.99,53.33,Pedelec,0.0,3-Month Free Membership
1564091024517,2383,2019-07-26,00:43:44,2019-07-26,01:17:00,Tamme kool,Kalda tee,Mobile App,8.43,33.27,Pedelec,0.0,3 month free membership
1564091130577,2535,2019-07-26,00:45:30,2019-07-26,00:49:18,Uueturu,Rüütli,RFID Card,0.64,3.8,Pedelec,0.0,1 Week Membership
1564091133977,2494,2019-07-26,00:45:33,2019-07-26,01:03:14,Tamme gümnaasium,Annelinna keskus,Mobile App,5.81,17.68,Pedelec,0.0,3 month free membership
1564091159123,2262,2019-07-26,00:45:59,2019-07-26,01:36:52,Karete,Karete,Mobile App,9.72,50.89,Pedelec,0.0,3 month free membership
1564091224249,2654,2019-07-26,00:47:04,2019-07-26,00:51:38,Sõpruse sild,Tarmeko,Mobile App,0.62,4.57,Pedelec,0.0,Free Membership (with bus card)
1564091232529,2162,2019-07-26,00:47:12,2019-07-26,00:47:43,Mõisavahe,Mõisavahe,Mobile App,0.03,0.52,Pedelec,0.0,3 month free membership
1564091239666,2701,2019-07-26,00:47:19,2019-07-26,00:51:34,Sõpruse sild,Tarmeko,Mobile App,0.62,4.25,Bike,0.0,3-Month Free Membership
1564091277948,2137,2019-07-26,00:47:57,2019-07-26,01:01:16,Orava,Orava,Mobile App,2.35,13.3,Pedelec,0.0,3 month free membership
1564091288303,2151,2019-07-26,00:48:08,2019-07-26,01:20:05,Mõisavahe,Kivilinna,Mobile App,1.52,31.96,Pedelec,0.0,3 month free membership
1564091289806,2527,2019-07-26,00:48:09,2019-07-26,01:18:20,Raudteejaam,TÜ raamatukogu,Mobile App,0.0,30.18,Pedelec,0.0,3-Month Free Membership
1564091298623,2371,2019-07-26,00:48:18,2019-07-26,00:51:49,Näituse,Veeriku,Mobile App,0.82,3.51,Pedelec,0.0,3-Month Free Membership
1564091313543,2232,2019-07-26,00:48:33,2019-07-26,01:01:18,Vanemuise park,Veeriku,Mobile App,2.76,12.76,Pedelec,0.0,3-Month Free Membership
1564091328032,2496,2019-07-26,00:48:48,2019-07-26,01:40:36,Tähtvere spordipark,Näituse,Mobile App,3.62,51.8,Pedelec,0.0,3 month free membership
1564091332668,2400,2019-07-26,00:48:52,2019-07-26,01:02:08,Anne saun,Karete,Mobile App,4.39,13.27,Pedelec,0.0,3 month free membership
1564091368681,2068,2019-07-26,00:49:28,2019-07-26,01:03:50,Aura veekeskus,Lõunakeskus,Mobile App,4.39,14.36,Pedelec,0.0,3 month free membership
1564091381632,2463,2019-07-26,00:49:41,2019-07-26,00:59:14,Rüütli,Turusild,RFID Card,2.16,9.55,Pedelec,0.0,1 Week Membership
1564091398991,2354,2019-07-26,00:49:58,2019-07-26,00:54:22,Annelinna kiir,Annelinna kiir,Mobile App,0.05,4.39,Pedelec,0.0,3 month free membership
1564091411688,2102,2019-07-26,00:50:11,2019-07-26,01:02:36,Annelinna kiir,Annelinn,Mobile App,2.1,12.41,Pedelec,0.0,3-Month Free Membership
1564091480760,2252,2019-07-26,00:51:20,2019-07-26,01:01:18,Aura veekeskus,Veeriku,Mobile App,2.98,9.96,Pedelec,0.0,3-Month Free Membership
1564091482794,2086,2019-07-26,00:51:22,2019-07-26,00:52:07,Undetermined,Veeriku,RFID Card,0.1,0.74,Pedelec,0.0,3-Month Free Membership
1564091519935,2451,2019-07-26,00:51:59,2019-07-26,01:42:54,Veeriku,Tamme puiestee,Mobile App,4.77,50.91,Pedelec,0.0,3-Month Free Membership
1564091520430,2298,2019-07-26,00:52:00,2019-07-26,01:43:39,Veeriku,Tamme puiestee,RFID Card,4.7,51.65,Pedelec,0.0,1 Year Membership
1564091521169,2134,2019-07-26,00:52:01,2019-07-26,00:53:55,Anne saun,Anne saun,RFID Card,0.01,1.9,Pedelec,0.0,Free Membership (with bus card)
1564091526129,2391,2019-07-26,00:52:06,2019-07-26,00:59:59,Rüütli,Veeriku,Mobile App,2.11,7.88,Pedelec,0.0,3 month free membership
1564091529583,2086,2019-07-26,00:52:09,2019-07-26,01:42:01,Veeriku,Viie tee rist,RFID Card,4.46,49.86,Pedelec,0.0,3-Month Free Membership
1564091533141,2153,2019-07-26,00:52:13,2019-07-26,00:53:57,Anne saun,Anne saun,Mobile App,0.01,1.74,Pedelec,0.0,3 month free membership
1564091540004,2240,2019-07-26,00:52:20,2019-07-26,01:00:49,Torni,Vabadussild,Mobile App,2.13,8.49,Pedelec,0.0,Free Membership (with bus card)
1564091777560,2226,2019-07-26,00:56:17,2019-07-26,03:23:23,Raatuse kool,Raatuse kool,RFID Card,7.77,147.1,Pedelec,2.0,1-month Free Membership
1564091789641,2305,2019-07-26,00:56:29,2019-07-26,01:55:26,Kuu,Kuu,Mobile App,10.33,58.94,Pedelec,0.0,3 month free membership
1564091813174,2359,2019-07-26,00:56:53,2019-07-26,01:54:07,Kuu,Kuu,Mobile App,7.98,57.23,Pedelec,0.0,3 month free membership
1564091845016,2495,2019-07-26,00:57:25,2019-07-26,01:42:18,Soola,Ränilinn,Mobile App,12.65,44.9,Pedelec,0.0,3 month free membership
1564091847269,2343,2019-07-26,00:57:27,2019-07-26,01:36:23,Sõbra,Ihaste,Mobile App,7.65,38.94,Pedelec,0.0,3 month free membership
1564091850586,2195,2019-07-26,00:57:30,2019-07-26,01:36:14,Sõbra,Ihaste,Mobile App,7.59,38.72,Pedelec,0.0,1 YEAR MEMBERSHIP
1564091918277,2097,2019-07-26,00:58:38,2019-07-26,01:04:38,Kuu,Undetermined,RFID Card,2.24,6.01,Pedelec,0.0,3-Month Free Membership
1564106425536,2140,2019-07-26,05:00:25,2019-07-26,05:14:16,Annelinn,Roosi,RFID Card,1.87,13.86,Pedelec,0.0,Free Membership (with bus card)
1564106612699,2228,2019-07-26,05:03:32,2019-07-26,05:12:29,Kannikese,J. Hurda,RFID Card,2.16,8.95,Pedelec,0.0,Free Membership (with bus card)
1564106787867,2252,2019-07-26,05:06:27,2019-07-26,05:10:47,Veeriku,Pirogovi plats,Mobile App,1.7,4.33,Pedelec,0.0,3-Month Free Membership
1564107231725,2511,2019-07-26,05:13:51,2019-07-26,05:32:11,Kalda tee,Postimaja,RFID Card,6.46,18.32,Pedelec,0.0,Free Membership (with bus card)
1564107314805,2427,2019-07-26,05:15:14,2019-07-26,05:32:26,Kalda tee,Ihaste,Mobile App,3.83,17.19,Pedelec,0.0,Free Membership (with bus card)
1564107342862,2208,2019-07-26,05:15:42,2019-07-26,05:31:03,Pargi,Lõunakeskus,Mobile App,3.74,15.35,Pedelec,0.0,3 month free membership
1564107444734,2252,2019-07-26,05:17:24,2019-07-26,05:22:33,Pirogovi plats,Turusild,RFID Card,1.44,5.14,Pedelec,0.0,Free Membership (with bus card)
1564107452710,2620,2019-07-26,05:17:32,2019-07-26,05:54:02,Annelinna kiir,Annelinna kiir,RFID Card,4.7,36.49,Pedelec,0.0,Free Membership (with bus card)
1564107820593,2177,2019-07-26,05:23:40,2019-07-26,05:39:37,Kivilinna,Roosi,RFID Card,2.7,15.94,Pedelec,0.0,Free Membership (with bus card)
1564107987444,2285,2019-07-26,05:26:27,2019-07-26,05:28:53,Roosi,Magistri,RFID Card,0.45,2.43,Pedelec,0.0,Free Membership (with bus card)
1564108146068,2105,2019-07-26,05:29:06,2019-07-26,06:13:24,Mõisavahe,Mõisavahe,RFID Card,10.69,44.3,Pedelec,0.0,Free Membership (with bus card)
1564108294659,2254,2019-07-26,05:31:34,2019-07-26,05:45:09,Raatuse kool,Torni,Mobile App,3.59,13.58,Pedelec,0.0,3-Month Free Membership
1564108297500,2352,2019-07-26,05:31:37,2019-07-26,06:07:02,Aleksandri,Karete,RFID Card,3.89,35.42,Pedelec,0.0,Free Membership (with bus card)
1564108309675,2441,2019-07-26,05:31:49,2019-07-26,05:42:10,Rahu,Uueturu,RFID Card,2.45,10.34,Pedelec,0.0,Free Membership (with bus card)
1564108637052,2468,2019-07-26,05:37:17,2019-07-26,05:41:43,J. Hurda,Pirogovi plats,RFID Card,0.92,4.44,Pedelec,0.0,3-Month Free Membership
1564108768362,2226,2019-07-26,05:39:28,2019-07-26,05:43:34,Raatuse kool,Soola,RFID Card,1.11,4.1,Pedelec,0.0,3-Month Free Membership
1564108891840,2077,2019-07-26,05:41:31,2019-07-26,05:53:31,Kivilinna,Papli,RFID Card,0.0,11.99,Pedelec,0.0,Free Membership (with bus card)
1564109091678,2495,2019-07-26,05:44:51,2019-07-26,05:58:00,Ränilinn,Aparaaditehas,Mobile App,6.03,13.14,Pedelec,0.0,1 WEEK MEMBERSHIP
1564109094204,2276,2019-07-26,05:44:54,2019-07-26,05:53:58,Põhja puiestee,AHHAA,RFID Card,2.32,9.08,Pedelec,0.0,Free Membership (with bus card)
1564109143437,2167,2019-07-26,05:45:43,2019-07-26,05:48:56,Kopli,Postimaja,Mobile App,0.86,3.21,Pedelec,0.0,Free Membership (with bus card)
1564109159969,2190,2019-07-26,05:45:59,2019-07-26,06:05:50,Ränilinn,Töökoda,RFID Card,4.78,19.84,Pedelec,0.0,1 Week Membership
1564109168693,2466,2019-07-26,05:46:08,2019-07-26,06:19:20,Kopli,Kopli,Mobile App,8.53,33.19,Pedelec,0.0,3-Month Free Membership
1564109216224,2441,2019-07-26,05:46:56,2019-07-26,05:56:16,Uueturu,Torni,RFID Card,2.22,9.33,Pedelec,0.0,Free Membership (with bus card)
1564109383093,2303,2019-07-26,05:49:43,2019-07-26,06:19:21,Postimaja,Kopli,Mobile App,7.86,29.64,Pedelec,0.0,Free Membership (with bus card)
1564109596376,2226,2019-07-26,05:53:16,2019-07-26,06:00:08,Soola,ERM,RFID Card,2.32,6.86,Pedelec,0.0,Free Membership (with bus card)
1564109828270,2266,2019-07-26,05:57:08,2019-07-26,06:06:37,Sõbra,Karete,RFID Card,1.75,9.48,Pedelec,0.0,Free Membership (with bus card)
1564109851073,2641,2019-07-26,05:57:31,2019-07-26,06:02:05,Sõpruse sild,Kuu,RFID Card,0.84,4.58,Bike,0.0,Free Membership (with bus card)
1564109984807,2144,2019-07-26,05:59:44,2019-07-26,06:12:59,Raatuse kool,Torni,Mobile App,3.53,13.25,Pedelec,0.0,3 month free membership
1564110082029,2317,2019-07-26,06:01:22,2019-07-26,06:14:13,Karete,Ränilinn,Mobile App,0.0,12.85,Pedelec,0.0,3-Month Free Membership
1564110150800,2359,2019-07-26,06:02:30,2019-07-26,06:11:45,Kuu,Veeriku,RFID Card,2.75,9.24,Pedelec,0.0,Free Membership (with bus card)
1564110357292,2620,2019-07-26,06:05:57,2019-07-26,06:14:38,Annelinna kiir,Eeden,RFID Card,2.12,8.69,Pedelec,0.0,Free Membership (with bus card)
1564110391761,2369,2019-07-26,06:06:31,2019-07-26,06:19:28,Vahi,Soola,Mobile App,3.3,12.95,Pedelec,0.0,3 month free membership
1564110684619,2186,2019-07-26,06:11:24,2019-07-26,06:25:31,Tulbi,Uueturu,RFID Card,2.91,14.12,Pedelec,0.0,Free Membership (with bus card)
1564110725371,2180,2019-07-26,06:12:05,2019-07-26,07:01:06,Põhja puiestee,Lossi,Mobile App,3.49,49.02,Pedelec,0.0,3 month free membership
1564110866348,2320,2019-07-26,06:14:26,2019-07-26,06:28:21,Vabadussild,Annelinna keskus,RFID Card,4.15,13.91,Pedelec,0.0,3-Month Free Membership
1564110869295,2066,2019-07-26,06:14:29,2019-07-26,06:30:02,Annelinna keskus,Vabadussild,RFID Card,4.16,15.56,Pedelec,0.0,Free Membership (with bus card)
1564111067130,2107,2019-07-26,06:17:47,2019-07-26,06:27:06,Tarmeko,Papli,Mobile App,2.36,9.32,Pedelec,0.0,3 month free membership
1564111188757,2188,2019-07-26,06:19:48,2019-07-26,06:59:22,Kivilinna,Lõunakeskus,Mobile App,7.24,39.56,Pedelec,0.0,Free Membership (with bus card)
1564111240422,2077,2019-07-26,06:20:40,2019-07-26,06:43:28,Papli,Postimaja,RFID Card,0.0,22.8,Pedelec,0.0,Free Membership (with bus card)
1564111279296,2500,2019-07-26,06:21:19,2019-07-26,06:27:47,Annelinna kiir,Annelinna gümnaasium,Mobile App,1.53,6.48,Pedelec,0.0,1-month Free Membership
1564111570060,2462,2019-07-26,06:26:10,2019-07-26,06:28:45,Raudteejaam,Vanemuise park,Mobile App,0.66,2.59,Pedelec,0.0,1 YEAR MEMBERSHIP
1564111572910,2206,2019-07-26,06:26:12,2019-07-26,06:41:40,Põhja puiestee,Sepa turg,Mobile App,4.98,15.46,Pedelec,0.0,3-Month Free Membership
1564111710837,2086,2019-07-26,06:28:30,2019-07-26,06:40:20,Viie tee rist,Uueturu,RFID Card,3.23,11.82,Pedelec,0.0,Free Membership (with bus card)
1564111775617,2229,2019-07-26,06:29:35,2019-07-26,06:51:08,Annelinn,Karete,Mobile App,5.17,21.54,Pedelec,0.0,3 month free membership
1564111791444,2045,2019-07-26,06:29:51,2019-07-26,06:43:13,Papli,Annelinna keskus,RFID Card,2.07,13.36,Pedelec,0.0,Free Membership (with bus card)
1564111833948,2306,2019-07-26,06:30:33,2019-07-26,06:43:54,Vahi,Soola,Mobile App,3.64,13.34,Pedelec,0.0,3 month free membership
1564111943188,2192,2019-07-26,06:32:23,2019-07-26,06:44:27,Vabadussild,Aparaaditehas,Mobile App,3.05,12.07,Pedelec,0.0,Free Membership (with bus card)
1564111964355,2186,2019-07-26,06:32:44,2019-07-26,06:45:47,Uueturu,Mõisavahe,Mobile App,4.13,13.05,Pedelec,0.0,3 month free membership
1564111964543,2348,2019-07-26,06:32:44,2019-07-26,06:45:58,J. Hurda,Kalda tee,Mobile App,3.28,13.23,Pedelec,0.0,3-Month Free Membership
1564112106260,2501,2019-07-26,06:35:06,2019-07-26,06:46:35,Rahu,Maarjamõisa,RFID Card,2.4,11.49,Pedelec,0.0,Free Membership (with bus card)
1564112237299,2208,2019-07-26,06:37:17,2019-07-26,06:52:10,Lõunakeskus,Karete,Mobile App,4.56,14.89,Pedelec,0.0,1 Year Membership
1564112254193,2749,2019-07-26,06:37:34,2019-07-26,06:40:28,Sõbra,Kuu,Mobile App,0.8,2.9,Bike,0.0,3-Month Free Membership
1564112301339,2074,2019-07-26,06:38:21,2019-07-26,06:48:15,Rahu,Raudteejaam,Mobile App,2.54,9.91,Pedelec,0.0,3 month free membership
1564112393924,2285,2019-07-26,06:39:53,2019-07-26,06:51:32,Magistri,Maarjamõisa,Mobile App,2.92,11.64,Pedelec,0.0,3-Month Free Membership
1564112449062,2305,2019-07-26,06:40:49,2019-07-26,06:47:41,Kuu,Uueturu,Mobile App,2.06,6.87,Pedelec,0.0,3-Month Free Membership
1564112457074,2320,2019-07-26,06:40:57,2019-07-26,06:48:46,Annelinna keskus,Soola,Mobile App,2.59,7.82,Pedelec,0.0,3 month free membership
1564112459918,2283,2019-07-26,06:40:59,2019-07-26,06:51:30,Kannikese,Rahu,Mobile App,3.97,10.51,Pedelec,0.0,1 Year Membership
1564112484876,2276,2019-07-26,06:41:24,2019-07-26,06:51:09,AHHAA,Sepa turg,Mobile App,3.37,9.75,Pedelec,0.0,3 month free membership
1564112564065,2462,2019-07-26,06:42:44,2019-07-26,06:50:19,Vanemuise park,Kannikese,RFID Card,2.39,7.59,Pedelec,0.0,Free Membership (with bus card)
1564112590927,2178,2019-07-26,06:43:10,2019-07-26,06:53:00,Kaunase puiestee,Uueturu,RFID Card,2.6,9.82,Pedelec,0.0,Free Membership (with bus card)
1564112671507,2329,2019-07-26,06:44:31,2019-07-26,06:58:53,Põhja puiestee,Tähtvere spordipark,Mobile App,4.27,14.37,Pedelec,0.0,3-Month Free Membership
1564112732275,2350,2019-07-26,06:45:32,2019-07-26,07:04:16,Kalda tee,Kaare,Mobile App,3.87,18.74,Pedelec,0.0,Free Membership (with bus card)
1564112738696,2345,2019-07-26,06:45:38,2019-07-26,06:57:27,Annelinn,Turusild,RFID Card,2.17,11.81,Pedelec,0.0,3-Month Free Membership
1564112740939,2749,2019-07-26,06:45:40,2019-07-26,06:57:09,Kuu,Eeden,RFID Card,1.82,11.48,Bike,0.0,Free Membership (with bus card)
1564112837244,2705,2019-07-26,06:47:17,2019-07-26,06:54:28,Sõbra,Raudteejaam,RFID Card,1.53,7.18,Bike,0.0,Free Membership (with bus card)
1564112909322,2469,2019-07-26,06:48:29,2019-07-26,06:54:41,Veeriku,Pirogovi plats,Mobile App,1.73,6.2,Pedelec,0.0,3-Month Free Membership
1564112943530,2302,2019-07-26,06:49:03,2019-07-26,07:01:50,Põhja puiestee,Pargi,Mobile App,2.88,12.78,Pedelec,0.0,3-Month Free Membership
1564112950816,2186,2019-07-26,06:49:10,2019-07-26,07:11:05,Mõisavahe,Vahi,Mobile App,7.2,21.91,Pedelec,0.0,3 month free membership
1564112958163,2238,2019-07-26,06:49:18,2019-07-26,06:59:56,Tarmeko,Raudteejaam,RFID Card,2.55,10.64,Pedelec,0.0,3-Month Free Membership
1564113002368,2396,2019-07-26,06:50:02,2019-07-26,06:54:29,Vabadussild,Pirogovi plats,Mobile App,0.87,4.46,Pedelec,0.0,3-Month Free Membership
1564113003237,2763,2019-07-26,06:50:03,2019-07-26,06:53:50,Kaunase puiestee,Eeden,RFID Card,0.79,3.79,Bike,0.0,Free Membership (with bus card)
1564113005594,2124,2019-07-26,06:50:05,2019-07-26,07:09:09,Rahu,Põllu,Mobile App,5.65,19.06,Pedelec,0.0,3-Month Free Membership
1564113014586,2475,2019-07-26,06:50:14,2019-07-26,06:59:05,Raja,Soola,Mobile App,3.06,8.85,Pedelec,0.0,3 month free membership
